,Lexical,Morphological,Syntactic,Combined
Lexical,0.0,1.446837843488947,0.9024031288626412,1.57433893932924
Morphological,1.446837843488947,0.0,1.1857513905770003,0.635452125659735
Syntactic,0.9024031288626412,1.1857513905770003,0.0,1.161427917861273
Combined,1.57433893932924,0.635452125659735,1.161427917861273,0.0
